ID,MEMBER_TYPE,SCHOOL_NAME,MEMBER_LEVEL
TMPDS099e8db4cd81deb,기자단 회원,명원초등학교,1
TMPDS099f066e2327bde,기자단 회원,백록초등학교,3
TMPDS09a1d89c703a230,기자단 회원,향산초등학교,1
TMPDS09a4831a485a224,기자단 회원,대전성모초등학교,3
TMPDS09aa2faef1e4799,기자단 회원,전주만수초등학교/,1
TMPDS09aa4d7edfe1828,기자단 회원,대치초등,1
TMPDS09afbc4fe712240,기자단 회원,양덕초등학교,2
TMPDS09b1b88a8bae128,기자단 회원,인천공항초등,3
TMPDS09b56abb5526756,기자단 회원,증안초등학교,1
TMPDS09b6a32410c9002,기자단 회원,명일초등학교,1
TMPDS09b880b9705488f,기자단 회원,동탄중앙초등학교,1
TMPDS09c11db717eb927,기자단 회원,수내초등학교,1
TMPDS09c1b509386739c,기자단 회원,인천귤현초등학교,1
TMPDS09c59d34e0939b8,기자단 회원,대구중앙초등학교,1
TMPDS09ca44039a83ce1,기자단 회원,부천상원초등학교,1
TMPDS09ca4c46cc9f33c,기자단 회원,전민초등학교,1
TMPDS09ca59ceac9c558,기자단 회원,운유초등학교,1
TMPDS09cab258c756bf8,기자단 회원,명호초등학교,1
TMPDS09cb5d5a01e8cf0,기자단 회원,서울동북초등학교,3
TMPDS09cbdb11883fef8,기자단 회원,서래초등학교,4
TMPDS09cdfcb9938d3f4,기자단 회원,서울잠신초등학교,6
TMPDS09d201efa0e373d,기자단 회원,자운초등학교,2
TMPDS09d22d5ae246105,기자단 회원,장내초등학교,1
TMPDS09d2a04b73d9ccb,기자단 회원,삼송초등학교,1
TMPDS09d3a14ac482c77,기자단 회원,시흥신일,1
TMPDS09d401602d0b4b7,기자단 회원,을숙도초등학교,1
TMPDS09d4628e5b3583d,기자단 회원,당촌초등학교,1
TMPDS09d59a855e041b2,기자단 회원,조암초등학교,1
TMPDS09d7bf868d3e452,기자단 회원,서울은로초,2
TMPDS09d890aae620297,기자단 회원,서이초등학교,4
TMPDS09d901008386d17,기자단 회원,임정훈,2
TMPDS09dbfaf2f509828,기자단 회원,신풍초등학교,1
TMPDS09df4d476ffee8c,기자단 회원,명지초등,2
TMPDS09e2a5ae5e75d2a,기자단 회원,3학년,2
TMPDS09e6cf77c52e4ab,기자단 회원,동천초등학교,1
TMPDS09ecc49806693f0,기자단 회원,서울덕암초등학교,1
TMPDS09f228bd7d09a26,기자단 회원,판교초등학교,1
TMPDS09f2b4851d90034,기자단 회원,서울흥인초등학교,5
TMPDS09f3c69645fac0f,기자단 회원,풍덕초등학교,1
TMPDS09f485f56401e5e,기자단 회원,성성초등학교,1
TMPDS09fc0ff3948f3c3,기자단 회원,안양관악초등,3
TMPDS09ff36be108b6ef,기자단 회원,노안남초등학교,1
TMPDS09ffa2fc9a24a9e,기자단 회원,장자초,1
TMPDS0a06bb4260134bb,기자단 회원,위례한빛초등학교,1
TMPDS0a0918534a188fb,기자단 회원,고앙신일초등학교,1
TMPDS0a10f66a69fcf30,기자단 회원,인천승학초등학교,1
TMPDS0a1252a44be6fe0,기자단 회원,신북초 /,1
TMPDS0a126ce8a40b4c0,기자단 회원,덕장초등학교,1
TMPDS0a127eed324e5dc,기자단 회원,서울효제초등학교,2
TMPDS0a13c94cfeadc4a,기자단 회원,정발초등학교,1
TMPDS0a160246186f4c3,기자단 회원,중평초등학교/2,1
TMPDS0a1ca8131263fd4,기자단 회원,학동초,1
TMPDS0a1fa5a406036ad,기자단 회원,샘모루초등학교,1
TMPDS0a25377dd998f58,기자단 회원,송파초등,5
TMPDS0a28eb889d603ee,기자단 회원,평산초등학교(창원),1
TMPDS0a2b2e10cec3fb1,기자단 회원,서울삼육 초등학교,6
TMPDS0a2bc0910e627b4,기자단 회원,유시아,1
TMPDS0a3068643a4580a,기자단 회원,대구국제학교,1
TMPDS0a359d0fce76b7e,기자단 회원,서울사대부설초,1
TMPDS0a3e2e5bee55025,기자단 회원,호평초등학교,2
TMPDS0a409c4d7e186db,기자단 회원,금양초등학교,1
TMPDS0a429287abbc763,기자단 회원,새서귀초,1
TMPDS0a42da16e829601,기자단 회원,보평초등학교,1
TMPDS0a42e8e63056994,기자단 회원,부천 계남초등,1
TMPDS0a48f4d2bf29113,기자단 회원,여울초등학교,2
TMPDS0a4ae1a8de45111,기자단 회원,서울대곡초등학교,1
TMPDS0a4d0ab474b83df,기자단 회원,1,1
TMPDS0a4d2da8e8c54d3,기자단 회원,천천초,1
TMPDS0a4d3d5e8a35d3f,기자단 회원,금북초등학교,1
TMPDS0a4ef361d284362,기자단 회원,4,1
TMPDS0a5043eda3f5861,기자단 회원,금란초등학교,1
TMPDS0a50e9b47bc3eaa,기자단 회원,서울개일초등학교,1
TMPDS0a533758a4bccde,기자단 회원,잠원초,1
TMPDS0a53413516430ca,기자단 회원,쌍문초등학교,1
TMPDS0a55957f2893b97,기자단 회원,김해신안초등학교,1
TMPDS0a58b83c4858932,기자단 회원,서울 언북 초등,1
TMPDS0a5975ed1548074,기자단 회원,대전 전민초등학교 ,1
TMPDS0a5fb3496f7a90a,기자단 회원,서울북가좌초등학교,1
TMPDS0a60d57c7d66080,기자단 회원,성주 중앙초등학교,1
TMPDS0a66133a8b61805,기자단 회원,인천상아초등학교,2
TMPDS0a69bed515e3421,기자단 회원,서울안평초등학교,1
TMPDS0a6df767c11c09a,기자단 회원,.,1
TMPDS0a7036d323e48ca,기자단 회원,인천창신초등학교,1
TMPDS0a712091d9146e5,기자단 회원,삼죽초등학교,1
TMPDS0a7143bf2aa6b4e,기자단 회원,구산초등학교,1
TMPDS0a72ed2ee855cf1,기자단 회원,해원초등학교,1
TMPDS0a750828eb0961d,기자단 회원,서울버들초등학교,1
TMPDS0a7658e8b840c6e,기자단 회원,진천상신초,1
TMPDS0a7ba8e33436fa4,기자단 회원,동탄중앙초등학교,1
TMPDS0a832ca36a28c8b,기자단 회원,흥인초등학교,1
TMPDS0a83c2de96bba45,기자단 회원,서울오륜초등학교,6
TMPDS0a845bee7f9087a,기자단 회원,경명초등학교,1
TMPDS0a86df512a69428,기자단 회원,평촌초,1
TMPDS0a89d42a3818d7d,기자단 회원,하늘초등학교,1
TMPDS0a8ba17c47273b7,기자단 회원,대현초,1
TMPDS0a8c25b5742f0a8,기자단 회원,한가람초등학교,1
TMPDS0a8e27dd7356216,기자단 회원,모당 초등학교,1
TMPDS0a94846ec509678,기자단 회원,서울가동초등학교,1
TMPDS0a94d57088d65ad,기자단 회원,대전 용산초 ,1
TMPDS0aa6b28a14d4b0e,기자단 회원,위례한빛초등학교,1
TMPDS0aa6e9cccbb6ae4,기자단 회원,강원대학교,2
TMPDS0aa9f57cdc3dfaf,기자단 회원,서울양천초등,4
TMPDS0aaa1f2fe547e06,기자단 회원,서울길음초등학교,1
TMPDS0aab33c8e194d3d,기자단 회원,예당초등학교,1
TMPDS0aabaa6c9e41d9c,기자단 회원,호암초등학교,1
TMPDS0ab0dfdb3524e35,기자단 회원,염리초등학교,1
TMPDS0ab2ad951bb186c,기자단 회원,단샘초등학교,1
TMPDS0ab6f2b8b378a8a,기자단 회원,언북초등학교,1
TMPDS0ab770058e37a80,기자단 회원,목암초등,2
TMPDS0aba306efe94c5a,기자단 회원,한수초등학교,1
TMPDS0abd0885ce3e63c,기자단 회원,화일초등학교,2
TMPDS0ac3b27088b1295,기자단 회원,서울양진초등학교,5
TMPDS0aca38aabe11461,기자단 회원,동암초등학교,2
TMPDS0acdeeecee7381e,기자단 회원,용인이현초등학교,2
TMPDS0ad387956d75ea7,기자단 회원,백운초,1
TMPDS0ad7c69a1aca83d,기자단 회원,동성초등학교,1
TMPDS0ad9ddc287920ab,기자단 회원,양도초등학교,1
TMPDS0ada07379408e60,기자단 회원,차산초등학교,1
TMPDS0ade80dce1b9303,기자단 회원,서울대현초등학교,1
TMPDS0adf61e5729325d,기자단 회원,남양주금곡초등,4
TMPDS0adffc5fea7965b,기자단 회원,Trumpington Community College,1
TMPDS0ae446c3e2c7008,기자단 회원,안민준,1
TMPDS0ae57f7d0a0418a,기자단 회원,신촌초등학교,1
TMPDS0ae987f997cd73c,기자단 회원,대구 율원초등학교,1
TMPDS0ae9f65290ce434,기자단 회원,원호초등학교,1
TMPDS0aebfe6e28bf5be,기자단 회원,서울원명초등학교,1
TMPDS0af022c5c6d9f11,기자단 회원,답십리초등학교,1
TMPDS0af2954a24af47b,기자단 회원,대전 반석초등,1
TMPDS0af7b526e3e2570,기자단 회원,서울우솔초등,1
TMPDS0afc97d311417cb,기자단 회원,고양중학교,4
TMPDS0aff996c0333818,기자단 회원,한양초등학교,1
TMPDS0b030027e9796a7,기자단 회원,서울 창동초등학교,4
TMPDS0b030fa4b2a8dca,기자단 회원,남정초/1,1
TMPDS0b06b7108d0ecdc,기자단 회원,서울신북초등학교,1
TMPDS0b0a50eccb9de50,기자단 회원,인천신정초등학교,1
TMPDS0b0e05157ece307,기자단 회원,해솔초등학교,5
TMPDS0b0e2525a0f2c36,기자단 회원,문시초등학교,1
TMPDS0b0fd69e0264674,기자단 회원,신용산초,1
TMPDS0b13b204fa2ae63,기자단 회원,서이초등학교,5
TMPDS0b151a5485fa26c,기자단 회원,탐험대학,1
TMPDS0b18ca98889a1c4,기자단 회원,이의초 ,1
TMPDS0b1984e64fde8d4,기자단 회원,언암초등학교,1
TMPDS0b1e724ea94edbd,기자단 회원,센텀초등학교,1
TMPDS0b1eb7024187c1e,기자단 회원,관리자(박동현),2
TMPDS0b1ec107994b16e,기자단 회원,제산초등학교,1
TMPDS0b1f0fb6dc1aa58,기자단 회원,내정초등,1
TMPDS0b20334d88a0d27,기자단 회원,초등학교,1
TMPDS0b22d19fdeb5b07,기자단 회원,흥도초,1
TMPDS0b22d40db18315e,기자단 회원,이대부초,1
TMPDS0b245585898cfa9,기자단 회원,매원초,3
TMPDS0b2558a10cefefa,기자단 회원,운현초등학교 ,1
TMPDS0b25e00f3d31711,기자단 회원,효성동초등학교,1
TMPDS0b333763f481200,기자단 회원,고창초등학교,1
TMPDS0b36c6a95b3c726,기자단 회원,김포금빛초등학교,1
TMPDS0b38f71baa6a43e,기자단 회원,대전성룡초등학교,1
TMPDS0b3cf24ef589d94,기자단 회원,충주남산초등학교,2
TMPDS0b3f0efaf041e7d,기자단 회원,초림초등학교,3
TMPDS0b3fa97edebc588,기자단 회원,수월중학교,6
TMPDS0b437b9ddce02df,기자단 회원,황유나,1
TMPDS0b43f906b0039a5,기자단 회원,서울응봉초등학교,1
TMPDS0b4b44b48f7d828,기자단 회원,불무초등학교,3
TMPDS0b4b6d85523069c,기자단 회원,문흥중앙초등학교 ,1
TMPDS0b4db1b6de92ad6,기자단 회원,송운초등학교,1
TMPDS0b4e23f996f32f1,기자단 회원,공세초등학교,1
TMPDS0b52243a4cb3def,기자단 회원,북성초등학교,2
TMPDS0b543fd78be1df7,기자단 회원,어은초등학교,1
TMPDS0b54f151cebcb64,기자단 회원,연성초등학교,1
TMPDS0b5df0550e89706,기자단 회원,충암초등학교 ,1
TMPDS0b629e0d699fd94,기자단 회원,서울계남초등학교,1
TMPDS0b63a4647989bde,기자단 회원,방일초등학교,1
TMPDS0b65db6aa859e43,기자단 회원,대전삼육초등학교,1
TMPDS0b6718155b43267,기자단 회원,빛누리초등학교,1
TMPDS0b67c0cd9a75bef,기자단 회원,등촌유치원,1
TMPDS0b6b43e2a8555ae,기자단 회원,영동초등학교,3
TMPDS0b6ba773b1c01dd,기자단 회원,삼각산 초등학교,1
TMPDS0b6dc969d2dc491,기자단 회원,안곡초,1
TMPDS0b6f2045d0dbf5b,기자단 회원,차암초등학교,1
TMPDS0b6fb52c955240f,기자단 회원,서경초등학교,3
TMPDS0b702b0be0e4d2d,기자단 회원,해송초등학교,1
TMPDS0b715c7ae5a3bbc,기자단 회원,4,1
TMPDS0b72a4fa6574b90,기자단 회원,서울 초당초등학교,1
TMPDS0b73c714bcde81d,기자단 회원,고일초등학교,2
TMPDS0b765852e6aef36,기자단 회원,대구대청초등학교,4
TMPDS0b796bf8de509de,기자단 회원,대덕초등학교,1
TMPDS0b7ad67143b5a29,기자단 회원,당서초등학교,1
TMPDS0b7e2d0585751af,기자단 회원,성남미금초등학교,1
TMPDS0b841118556277b,기자단 회원,중앙초등학교,1
TMPDS0b8500e3265016a,기자단 회원,소호초등학교,1
TMPDS0b86bfc53cff48c,기자단 회원,마북초등학교,1
TMPDS0b873ab6f371487,기자단 회원,광교초등학교,1
TMPDS0b8de71dbd930bf,기자단 회원,해강초등학교,1
TMPDS0b8e5b5417c6901,기자단 회원,상대초등학교,1
TMPDS0b93cd3cfc04eee,기자단 회원,신미림초등학교,1
TMPDS0b9f330e27333ee,기자단 회원,오마초등학교 ,4
TMPDS0ba10d757ba3250,기자단 회원,대구비슬초등학교,1
TMPDS0ba371c9c64f325,기자단 회원,수월초등학교,1
TMPDS0baa9a1b476d8b6,기자단 회원,서울동북초,1
TMPDS0bac22a1ff6cd72,기자단 회원,시흥장현 초등학교,2
TMPDS0bb01e5f77c09f8,기자단 회원,서지우,1
TMPDS0bb12008c8cbe87,기자단 회원,서울묘곡초등학교,2
TMPDS0bb6c4a93747a4f,기자단 회원,상인초,1
TMPDS0bbfb7844473532,기자단 회원,매헌초등학교,1
TMPDS0bc05ed858a363f,기자단 회원,강릉중,2
TMPDS0bc29cf2d8a3358,기자단 회원,고천초등학교,1
TMPDS0bc4552b23bc375,기자단 회원,경복초등학교,3
TMPDS0bc518615eedecb,기자단 회원,안산양지초등학교 ,1
TMPDS0bcb1a34571bf83,기자단 회원,도래울초등학교,2
TMPDS0bcc416de3f2659,기자단 회원,하안중학교,1
TMPDS0bd346dad627a3e,기자단 회원,잠동초등학교,2
TMPDS0bd4a4b4e218d85,기자단 회원,용마초/4,1
TMPDS0bd5793d9a54c99,기자단 회원,곤지암초등,2
TMPDS0bd61cc11f01575,기자단 회원,신용산초등학교,1
TMPDS0bd64c7f8106908,기자단 회원,서당초등학교,1
TMPDS0bd780f3069591c,기자단 회원,삼송초,1
TMPDS0bdc6dc86685a7e,기자단 회원,호연초등학교,1
TMPDS0be27e34e68cfdb,기자단 회원,가마초등학교,1
TMPDS0be878139ed967f,기자단 회원,고운초,1
TMPDS0be9c5474b1a57a,기자단 회원,강덕초등학교,1
TMPDS0beac0ba1738c57,기자단 회원,호원초등학교,1
TMPDS0beeb0157368c9f,기자단 회원,서초초등학교,1
TMPDS0bf0ec3c1e4b828,기자단 회원,덕동초등학교,1
TMPDS0bf1896ae50b14a,기자단 회원,묵현,1
TMPDS0bf3e06e21acdff,기자단 회원,화정남초등학교,1
TMPDS0bf4f2a02e21152,기자단 회원,고양신일초등학교,1
TMPDS0bf61c7b23c28ad,기자단 회원,상하초등학교,1
TMPDS0bf6810daa5a313,기자단 회원,초지초,1
TMPDS0bf797174c1bff8,기자단 회원,가곡초등학교,3
TMPDS0bfa34ad8db3297,기자단 회원,이대부속초등학교,1
TMPDS0bfeb3eca1ea0cc,기자단 회원,서울 중평초등학교,1
TMPDS0c058456b2f9e82,기자단 회원,산운초등학교,1
TMPDS0c0935847fa335d,기자단 회원,안동송현초등학교,1
TMPDS0c0abb010589f90,기자단 회원,명지초등학교,1
TMPDS0c0bb353738c74c,기자단 회원,고명초등학교,1
TMPDS0c0d44064ebb41b,기자단 회원,갈월초등학교,4
TMPDS0c0e647e8de649e,기자단 회원,부산가야초등학교,1
TMPDS0c0ea5916c4292f,기자단 회원,한동글로벌학교,1
TMPDS0c0f627c8920a74,기자단 회원,울산초등학교,1
TMPDS0c1041e6c453e0c,기자단 회원,송원초등학교/3학년,1
TMPDS0c1195234f5adb8,기자단 회원,문원초등학교,1
TMPDS0c13d579bf8b836,기자단 회원,심석초등,3
TMPDS0c14538da4754f4,기자단 회원,대구운암초등학교,1
TMPDS0c16eb53ef204f4,기자단 회원,청수초등학교,1
TMPDS0c17263ddab4302,기자단 회원,하남초등학교,1
TMPDS0c1bcd97e657d74,기자단 회원,분당초등학교,3
TMPDS0c1dbfc82fbf716,기자단 회원,전주서곡초등학교,1
TMPDS0c1fb814dd3de2d,기자단 회원,신용산초등학교,3
TMPDS0c248cc2e4ee68e,기자단 회원,용인대덕초등학교,3
TMPDS0c2758e48eaf5f4,기자단 회원,창영초등학교,1
TMPDS0c2a1d732fb7c1e,기자단 회원,서울서정초등학교,1
TMPDS0c2afd34c95cf55,기자단 회원,동천초등학교,2
TMPDS0c2c52cfd40c3e8,기자단 회원,민백초등학교,1
TMPDS0c2e986a390e864,기자단 회원,잠실초,1
TMPDS0c2edbe812300ed,기자단 회원,충무공초,1
TMPDS0c2f3ea01b98004,기자단 회원,경기문원초,2
TMPDS0c2f55905446557,기자단 회원,개봉초등학교,5
TMPDS0c35e18380f17cd,기자단 회원,벌말초등학교,1
TMPDS0c3665b70f982a2,기자단 회원,안현초등학교,3
TMPDS0c391a20d738d5a,기자단 회원,잠일초등학교,1
TMPDS0c3acaf974dd126,기자단 회원,구산초등학교,1
TMPDS0c3ddf37b4af0b1,기자단 회원,홍농초등학교,1
TMPDS0c3e1b2e204ac6f,기자단 회원,서울포이초등학교,2
TMPDS0c3e9e526d44a63,기자단 회원,왕배초등학교,1
TMPDS0c3ffb1d2efc252,기자단 회원,Chatsworth International school (singapore),1
TMPDS0c453aa0f3822f6,기자단 회원,전주 온빛초등학교,5
TMPDS0c49b3756829e22,기자단 회원,우촌초등,1
TMPDS0c49e0d7a0c0638,기자단 회원,보평초등학교,1
TMPDS0c4dfa24dd00f9d,기자단 회원,성동초등,1
TMPDS0c4e966a10263a5,기자단 회원,강혜임,1
TMPDS0c50ae78a8193bd,기자단 회원,대실초등학교,1
TMPDS0c536d0a6e1a9b6,탈퇴회원,이현초등학교,1
TMPDS0c5854b7c85cb50,기자단 회원,오예원,1
TMPDS0c593d4b85d7cca,기자단 회원,신암초등학교,1
TMPDS0c5af639a1f44ce,기자단 회원,연현초등학교,5
TMPDS0c5c5a4128bfe52,기자단 회원,구룡 초등학교 ,2
TMPDS0c5d0f59cd4c0dc,기자단 회원,구남초,1
TMPDS0c62d6dba9dfd8e,기자단 회원,치현초등학교,1
TMPDS0c659064836e5d4,기자단 회원,덕암초등학교,1
TMPDS0c6a452deda9a1c,기자단 회원,마석초,1
TMPDS0c6d884397e21fd,기자단 회원,소하초등학교,1
TMPDS0c6e2a104589ffe,기자단 회원,소화초등학교,1
TMPDS0c6e9d579b7abe2,기자단 회원,남곡초등학교,1
TMPDS0c6ed587a541e9e,기자단 회원,울산우저초등학교,1
TMPDS0c6f4d0bc58681d,기자단 회원,영덕초등학교,3
TMPDS0c70d2a681eb4eb,기자단 회원,가평초등학교,2
TMPDS0c711d89e8c92a3,기자단 회원,장내초등학교,1
TMPDS0c7c079ef89f335,기자단 회원,서울중동초등학교,1
TMPDS0c80894d420f7db,기자단 회원,성남신기초등학교,1
TMPDS0c81aedb64dd002,기자단 회원,입북초등학교,1
TMPDS0c882f453c9b1f5,기자단 회원,재동초등학교,1
TMPDS0c893876235d1ee,기자단 회원,형일초등학교,1
TMPDS0c8a0b13d7ea582,기자단 회원,초림초등학교,4
TMPDS0c8a6e540a4aaa7,기자단 회원,가락초등학교,1
TMPDS0c8c014dfdc9e06,기자단 회원,버들초등학교,1
TMPDS0c8d4f675d679d8,기자단 회원,목원초등학교,1
TMPDS0c92a2e9c5c5d4f,기자단 회원,진동초등학교,1
TMPDS0c93b8cbdc56ad4,기자단 회원,중대초,1
TMPDS0c93bffe704a1eb,기자단 회원,인천은송초,1
TMPDS0c964a761d9a947,기자단 회원,황곡초등학교,1
TMPDS0c9b2cd65b6c3b1,기자단 회원,"서대자므,ㅏ루ㅐ",1
TMPDS0c9c050bb57e1bf,기자단 회원,서울흥인초등학교,2
TMPDS0c9d329a02a1f7e,기자단 회원,고일초등학교,1
TMPDS0ca1117282379ff,기자단 회원,어과동초,1
TMPDS0ca1aae852ec84d,기자단 회원,서울영등포초등학교,2
TMPDS0ca3b5548e2d46e,기자단 회원,개일초,1
TMPDS0ca66f1896ab459,기자단 회원,경희초등학교,1
TMPDS0ca7983d444cf1a,기자단 회원,무룡초등학교,1
TMPDS0caa82d811f2b0a,기자단 회원,서울교대부속초등학교,1
TMPDS0caee22a37b5921,기자단 회원,중평초등학교,1
TMPDS0cb07fcc0fcf120,기자단 회원,서초초등학교,1
TMPDS0cb4e6a7fcd51d3,기자단 회원,고양 동산초등학교,3
TMPDS0cb982d8ce446b2,기자단 회원,정암초등학교,1
TMPDS0cbd1ca6494a94d,기자단 회원,원명초등,1
TMPDS0cbe315b666c7f8,기자단 회원,창원 상남 초등학교,1
TMPDS0cc00a8c30c6de1,기자단 회원,양지초등학교,1
TMPDS0cc0ddbabb17a21,기자단 회원,경기초등학교 ,1
TMPDS0cc1fb434bb5252,기자단 회원,대현초등학교,2
TMPDS0cc696c74198f5d,기자단 회원,거제고현초등학교,6
TMPDS0cc79bef2daf7d0,기자단 회원,침산초등학교,1
TMPDS0cc9d41e229e943,기자단 회원,서울자곡초등학교,1
TMPDS0cd35e9aefd506a,기자단 회원,명주초등,1
TMPDS0cd36ca4058bd0e,기자단 회원,안산성안초등,3
TMPDS0cd5022523c3cbe,기자단 회원,서울동북초,1
TMPDS0cd7577ca60a423,기자단 회원,안산호원초등학교,1
TMPDS0cdfae507235a03,기자단 회원,서울 구남초등학교,3
TMPDS0ce1ef8e002bda1,기자단 회원,서울영본초등학교,1
TMPDS0ce7d15bb63c782,기자단 회원,석성초등학교,2
TMPDS0ce9862c68e945d,기자단 회원,칠봉초등학교,1
TMPDS0cebd7754173816,기자단 회원,농서병설유치원,1
TMPDS0cf0184a77f12d3,기자단 회원,울산옥동초등학교,1
TMPDS0cf0ec96dac42b8,기자단 회원,화잠초등학교,1
TMPDS0cfc6a00dacc35e,기자단 회원,망포초,2
TMPDS0cff11f2927744a,기자단 회원,중일초,1
TMPDS0d055bce81d3e9f,기자단 회원,인천청람초 ,1
TMPDS0d0a86bfd06bb08,기자단 회원,신도초등학교,1
TMPDS0d0c419812ae1dd,기자단 회원,김도연,1
TMPDS0d13749bbe5fef8,기자단 회원,연희초등학교,1
TMPDS0d19af3da309a04,기자단 회원,광고초등학교,1
TMPDS0d1b8b649d6278e,기자단 회원,애월초등학교,1
TMPDS0d1ffe5c01fd177,기자단 회원,화성벌말초등학교,1
TMPDS0d224305d9025cf,기자단 회원,목암초등학교,4
TMPDS0d2312b3805378d,기자단 회원,새롬초등학교,1
TMPDS0d231b744b17516,기자단 회원,태릉초,1
TMPDS0d2ba182d5ee535,기자단 회원,청라초등학교,1
TMPDS0d358b05f6c1e86,기자단 회원,서울동작초등학교,1
TMPDS0d3759aa8db62fc,기자단 회원,유치원,1
TMPDS0d3ae6202498eb8,기자단 회원,휘경초등학교,1
TMPDS0d3c27d524b0679,기자단 회원,숭덕초등학교,1
TMPDS0d3df5ea8eebf6f,기자단 회원,형남초등학교,1
TMPDS0d3e11b6594a4c7,기자단 회원,대전 글꽃초등학교 ,1
TMPDS0d428139cda15b7,기자단 회원,장평중/1,1
TMPDS0d49eb76bb3cca7,기자단 회원,청계초등학교,1
TMPDS0d4cd77a3212d0b,기자단 회원,백마초등학교,1
TMPDS0d4dc3521b11677,기자단 회원,광사초등학교,1
TMPDS0d4f7c8127d4a2d,기자단 회원,봉천초등학교,1
TMPDS0d617fa1ab364b0,기자단 회원,산현초,1
TMPDS0d61b5e5b5eaa78,기자단 회원,목운초등학교,3
TMPDS0d6225531ebff7b,기자단 회원,숭신초,1
TMPDS0d622a56e69ded7,기자단 회원,명지초등학교,1
TMPDS0d69714f52e7f01,기자단 회원,보름초등학교,1
TMPDS0d6aaacaa9b7186,기자단 회원,김포호수초등학교,1
TMPDS0d6bda86c088725,탈퇴회원,언북초등학교,1
TMPDS0d72912d855de16,기자단 회원,다정초등학교,1
TMPDS0d767e102b4f3eb,기자단 회원,임진초,1
TMPDS0d7c29a093d0759,탈퇴회원,대영중학교,1
TMPDS0d80539d187f580,기자단 회원,서울금화초등학교,1
TMPDS0d810aaed00c22f,기자단 회원,예솔초,4
TMPDS0d8bcbf21006269,기자단 회원,과천초등학교,1
TMPDS0d901b337145748,기자단 회원,서초초등학교,1
TMPDS0d905f2586bfb09,기자단 회원,신월초등학교,1
TMPDS0d92d6b145e34c8,기자단 회원,이화여자대학교,1
TMPDS0d97ba3cb6c4f8c,기자단 회원,매산초등학교,1
TMPDS0d984a90a2dfbc5,기자단 회원,인천정각중학교,1
TMPDS0d9a4c0bace5aa7,기자단 회원, 청대초등학교,1
TMPDS0d9a9763ef26fb6,기자단 회원,대전선유초등학교,1
TMPDS0d9cb1fd58d4efd,기자단 회원,인천예송초등학교 ,1
TMPDS0d9da6326c46653,기자단 회원,차암초등학교,1
TMPDS0d9db65b854537d,기자단 회원,서울성서초등학교,3
TMPDS0da36bf4d7c61a7,기자단 회원,심석초등학교,1
TMPDS0da86b0260f0728,기자단 회원,광교초,3
TMPDS0daa0b2df625e4f,기자단 회원,상암초,1
TMPDS0dad15675d7e166,기자단 회원,청명초등학교,1
TMPDS0db10dc6b32a1fc,기자단 회원,구영초등학교,1
TMPDS0db2c644b179873,기자단 회원,석곶초등학교,1
TMPDS0db376f0de77b93,기자단 회원,매봉초등학교,3
TMPDS0db8858a0b4be40,기자단 회원,Sica,1
TMPDS0dbc6ac7c397d4d,기자단 회원,신정초,2
TMPDS0dbcb0a012b3c38,기자단 회원,영동초등학교 ,3
TMPDS0dc4d3d680f9523,기자단 회원,원천초,1
TMPDS0dc64dc35ae7235,기자단 회원,대모초등학교,1
TMPDS0dcaab0bb82b88e,기자단 회원,위례푸른초등,2
TMPDS0dcca9a8f5363c0,기자단 회원,빛누리초등학교,1
TMPDS0dcd5203694af6b,기자단 회원,관산초등학교,1
TMPDS0dceb4880e7df79,기자단 회원,장계초,1
TMPDS0dd3481f5f32ec2,기자단 회원,서울언남,1
TMPDS0dd62c2f6ffd701,기자단 회원,부광초등학교,1
TMPDS0dd93147b15b1a5,기자단 회원,안현초등학교,1
TMPDS0ddb5a590a321af,기자단 회원,샘말초,1
TMPDS0ddc2d0ed1e090a,기자단 회원,6,1
TMPDS0ddce03efc402b4,기자단 회원,서울송례초등학교,4
TMPDS0dde06dab0734ce,기자단 회원,서울내발산초등학교,1
TMPDS0ddeb706ea06075,기자단 회원,신원초등학교,3
TMPDS0de322679207d3c,기자단 회원,정관초등학교,1
TMPDS0de59293e5c53e6,기자단 회원,마석초등학교,1
TMPDS0de78efc5a0d752,기자단 회원,은빛초등학교,1
TMPDS0de82d8059ff76d,기자단 회원,은로초등학교,1
TMPDS0dead31a6adaf69,기자단 회원,천안 월봉초등학교,1
TMPDS0debfb6bc3a8a72,기자단 회원,구영초등학교,3
TMPDS0dec80fe2c733c1,기자단 회원,숲속초등학교,2
TMPDS0df1546f0603568,기자단 회원,달산초등학교,1
TMPDS0df22fe9c9d759e,기자단 회원,서울버들초등학교,1
TMPDS0df2869f0c7e01f,기자단 회원,서울공연초등학교,1
TMPDS0dfa4eb6b30d9c4,기자단 회원,주중초,1
TMPDS0dfdef6b09cf120,기자단 회원,서울선일초등학교,2
TMPDS0e09cb7f842771b,기자단 회원,3,1
TMPDS0e0a6081bcebfb7,기자단 회원,무학초등학교,1
TMPDS0e0aa6d29152411,기자단 회원,양일초등학교,1
TMPDS0e0af28ff82854d,기자단 회원,시흥초등학교,1
TMPDS0e0f0f8394bb1e3,기자단 회원,방일초등학교,1
TMPDS0e105ff38a015f7,기자단 회원,서울신서초등학교,1
TMPDS0e17534a7d507dd,기자단 회원,부천일신초,1
TMPDS0e1797cf110fc1f,기자단 회원,목동초등학교,1
TMPDS0e18b84ca5912af,기자단 회원,삼송초등학교,1
